
[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY
758209.643565427_1842240.40232267,758209.643565427,1842240.40232267
758210.443526235_1842240.41024138,758210.443526235,1842240.41024138
758210.943841919_1842240.41519394,758210.943841919,1842240.41519394
758211.444049545_1842240.42025593,758211.444049545,1842240.42025593
758323.833570345_1839894.57330284,758323.833570345,1839894.57330284
758425.072208107_1842984.86812706,758425.072208107,1842984.86812706
758425.080032032_1842984.06816532,758425.080032032,1842984.06816532
758425.084925036_1842983.56787727,758425.084925036,1842983.56787727
758425.08992341_1842983.06770121,758425.08992341,1842983.06770121
758434.149517292_1840120.99401553,758434.149517292,1840120.99401553
758434.484935339_1840121.42423996,758434.484935339,1840121.42423996
758435.066024241_1840122.23842823,758435.066024241,1840122.23842823
758626.950428396_1840701.32986405,758626.950428396,1840701.32986405
758627.450566747_1840701.33492959,758627.450566747,1840701.33492959
758627.95081183_1840701.33999643,758627.95081183,1840701.33999643
758628.750770797_1840701.34809899,758628.750770797,1840701.34809899
758649.49588331_1840673.04837108,758649.49588331,1840673.04837108
758678.449865615_1840680.54217631,758678.449865615,1840680.54217631
758812.234439942_1839655.61280662,758812.234439942,1839655.61280662
758812.239435625_1839655.11263076,758812.239435625,1839655.11263076
758812.244432643_1839654.61234417,758812.244432643,1839654.61234417
758812.252422893_1839653.81238407,758812.252422893,1839653.81238407
758844.552390793_1840471.31186731,758844.552390793,1840471.31186731
758931.779466813_1840369.55247645,758931.779466813,1840369.55247645
758931.784470509_1840369.05207853,758931.784470509,1840369.05207853
758931.789470176_1840368.55201273,758931.789470176,1840368.55201273
758931.797468191_1840367.75205271,758931.797468191,1840367.75205271
758965.012507705_1840198.70349849,758965.012507705,1840198.70349849
759157.649386293_1841178.45678154,759157.649386293,1841178.45678154
759158.149621907_1841178.46186234,759158.149621907,1841178.46186234
759158.649857523_1841178.46694317,759158.649857523,1841178.46694317
759159.449816261_1841178.47506825,759159.449816261,1841178.47506825
759260.195983093_1842085.76564831,759260.195983093,1842085.76564831
759260.204003118_1842084.96568851,759260.204003118,1842084.96568851
759260.209016562_1842084.46562104,759260.209016562,1842084.46562104
759260.214034043_1842083.96522147,759260.214034043,1842083.96522147
759282.34481679_1840107.75436296,759282.34481679,1840107.75436296
759376.398137117_1840306.55464637,759376.398137117,1840306.55464637
759376.405980672_1840305.75468482,759376.405980672,1840305.75468482
759376.4108838_1840305.25461642,759376.4108838,1840305.25461642
759376.41589635_1840304.7543279,759376.41589635,1840304.7543279
759695.198211028_1837171.1542001,759695.198211028,1837171.1542001
759695.201403889_1837170.65400054,759695.201403889,1837170.65400054
759744.812804068_1840023.90892131,759744.812804068,1840023.90892131
759745.612762648_1840023.91706199,759745.612762648,1840023.91706199
759746.113027249_1840023.92215287,759746.113027249,1840023.92215287
759746.613186468_1840023.92713177,759746.613186468,1840023.92713177
759752.351298499_1837460.6187736,759752.351298499,1837460.6187736
759758.172784637_1840053.2351714,759758.172784637,1840053.2351714
759762.399628077_1840095.20257522,759762.399628077,1840095.20257522
759762.431875401_1840095.70176824,759762.431875401,1840095.70176824
759781.672041805_1837906.14691357,759781.672041805,1837906.14691357
759782.472002273_1837906.15486657,759782.472002273,1837906.15486657
759782.972211214_1837906.15983952,759782.972211214,1837906.15983952
759783.472526898_1837906.16481378,759783.472526898,1837906.16481378
759811.075656771_1837903.64263727,759811.075656771,1837903.64263727
759973.497455689_1841063.29757469,759973.497455689,1841063.29757469
759973.505668053_1841062.49761684,759973.505668053,1841062.49761684
759973.510804021_1841061.99732756,759973.510804021,1841061.99732756
759973.51583191_1841061.49714767,759973.51583191,1841061.49714767
760372.265840502_1839875.09817731,760372.265840502,1839875.09817731
760412.062457205_1837605.87648592,760412.062457205,1837605.87648592
760412.258412625_1837606.33681846,760412.258412625,1837606.33681846
760412.562783325_1837605.88136323,760412.562783325,1837605.88136323
760413.063001356_1837605.88634997,760413.063001356,1837605.88634997
760413.862961606_1837605.89432488,760413.862961606,1837605.89432488
760435.912451727_1837661.91592744,760435.912451727,1837661.91592744
760436.108405955_1837662.37626036,760436.108405955,1837662.37626036
760436.60862274_1837662.38124784,760436.60862274,1837662.38124784
760437.108732783_1837662.38623402,760437.108732783,1837662.38623402
760437.908693024_1837662.39420976,760437.908693024,1837662.39420976
760439.450768391_1839848.37560145,760439.450768391,1839848.37560145
760477.77543622_1837755.3202229,760477.77543622,1837755.3202229
760477.99447055_1837755.76998705,760477.99447055,1837755.76998705
760478.340884972_1837756.13084379,760478.340884972,1837756.13084379
760478.494792029_1837755.7749771,760478.494792029,1837755.7749771
760478.995114857_1837755.77985645,760478.995114857,1837755.77985645
760479.795076816_1837755.787658,760479.795076816,1837755.787658
760489.983497258_1837768.25925979,760489.983497258,1837768.25925979
760490.329804526_1837768.62011549,760490.329804526,1837768.62011549
760735.70861219_1839729.6159734,760735.70861219,1839729.6159734
760802.419622225_1840254.48097048,760802.419622225,1840254.48097048
760802.919779496_1840254.48597488,760802.919779496,1840254.48597488
760803.42015023_1840254.49098189,760803.42015023,1840254.49098189
760804.22011018_1840254.49898677,760804.22011018,1840254.49898677
760806.797877117_1840320.46876068,760806.797877117,1840320.46876068
761087.665512123_1837397.97020317,761087.665512123,1837397.97020317
761327.833136_1839356.71130135,761327.833136,1839356.71130135
761327.838188199_1839356.21122883,761327.838188199,1839356.21122883
761327.843137722_1839355.71082287,761327.843137722,1839355.71082287
761327.851050147_1839354.910862,761327.851050147,1839354.910862
761354.353658569_1841099.62487868,761354.353658569,1841099.62487868
761354.361581536_1841098.82491791,761354.361581536,1841098.82491791
761354.366536565_1841098.32462189,761354.366536565,1841098.32462189
761354.37159832_1841097.82432717,761354.37159832,1841097.82432717
761390.853555331_1837350.62071148,761390.853555331,1837350.62071148
761390.858603189_1837350.12052886,761390.858603189,1837350.12052886
761390.863544299_1837349.62034492,761390.863544299,1837349.62034492
761390.871446782_1837348.82038395,761390.871446782,1837348.82038395
761466.559144108_1837341.86941715,761466.559144108,1837341.86941715
761466.564088313_1837341.36912227,761466.564088313,1837341.36912227
761466.569137912_1837340.86893942,761466.569137912,1837340.86893942
761466.577213905_1837340.06898018,761466.577213905,1837340.06898018
761693.10578987_1837310.2161343,761693.10578987,1837310.2161343
761753.014112575_1837303.30443924,761753.014112575,1837303.30443924
762125.546751465_1837249.30055293,762125.546751465,1837249.30055293
762168.701951437_1839050.56534565,762168.701951437,1839050.56534565
762367.364654777_1836973.53080041,762367.364654777,1836973.53080041
762367.864894024_1836973.53583086,762367.864894024,1836973.53583086
762368.365134635_1836973.54075061,762368.365134635,1836973.54075061
762369.165095949_1836973.54861804,762369.165095949,1836973.54861804
762387.193482996_1839864.91977217,762387.193482996,1839864.91977217
762387.201607845_1839864.11981343,762387.201607845,1839864.11981343
762387.206688033_1839863.61962682,762387.206688033,1839863.61962682
762387.211662847_1839863.11932817,762387.211662847,1839863.11932817
762545.324458151_1838628.83168563,762545.324458151,1838628.83168563
762545.329536249_1838628.33160975,762545.329536249,1838628.33160975
762545.334510325_1838627.83131112,762545.334510325,1838627.83131112
762545.342463703_1838627.03135066,762545.342463703,1838627.03135066
762557.091728869_1836097.73135684,762557.091728869,1836097.73135684
762572.447845733_1836093.60891332,762572.447845733,1836093.60891332
762572.74696958_1836158.04967762,762572.74696958,1836158.04967762
762572.930968429_1836093.47920655,762572.930968429,1836093.47920655
762573.431228943_1836093.48423894,762573.431228943,1836093.48423894
762573.931490816_1836093.48916064,762573.931490816,1836093.48916064
762574.731452102_1836093.49703086,762574.731452102,1836093.49703086
762578.70549979_1836156.07896744,762578.70549979,1836156.07896744
762579.180308445_1836155.92192104,762579.180308445,1836155.92192104
762579.680675632_1836155.92684438,762579.680675632,1836155.92684438
762580.180934707_1836155.93187714,762580.180934707,1836155.93187714
762580.980894226_1836155.93992498,762580.980894226,1836155.93992498
762589.574615559_1836204.43448796,762589.574615559,1836204.43448796
762596.742155191_1836201.41401938,762596.742155191,1836201.41401938
762597.203220171_1836201.21971248,762597.203220171,1836201.21971248
762597.703372854_1836201.22463377,762597.703372854,1836201.22463377
762598.20363093_1836201.22966709,762598.20363093,1836201.22966709
762599.00359044_1836201.23771584,762599.00359044,1836201.23771584
762603.614794723_1836244.70196626,762603.614794723,1836244.70196626
762612.394738663_1836241.31697662,762612.394738663,1836241.31697662
762612.895183948_1836241.12403935,762612.895183948,1836241.12403935
762613.182003714_1836240.47728201,762613.182003714,1836240.47728201
762613.361944424_1836240.94408612,762613.361944424,1836240.94408612
762613.862201624_1836240.94911994,762613.862201624,1836240.94911994
762614.362352071_1836240.95415246,762614.362352071,1836240.95415246
762615.162311576_1836240.96220166,762615.162311576,1836240.96220166
762619.416862062_1836290.0788315,762619.416862062,1836290.0788315
762635.90958931_1836281.34205717,762635.90958931,1836281.34205717
762636.351712136_1836281.10776906,762636.351712136,1836281.10776906
762636.851863077_1836281.11269153,762636.851863077,1836281.11269153
762637.352014023_1836281.11761401,762637.352014023,1836281.11761401
762638.15197528_1836281.12548722,762638.15197528,1836281.12548722
762648.876408214_1836380.52063449,762648.876408214,1836380.52063449
762664.78085457_1836419.14060055,762664.78085457,1836419.14060055
762672.925974834_1836439.30326108,762672.925974834,1836439.30326108
762693.108516025_1836368.6050691,762693.108516025,1836368.6050691
762693.59153262_1836368.47492164,762693.59153262,1836368.47492164
762694.091681708_1836368.47984574,762694.091681708,1836368.47984574
762694.592044301_1836368.48477246,762694.592044301,1836368.48477246
762695.392005524_1836368.49264912,762695.392005524,1836368.49264912
762695.922527851_1838509.10197831,762695.922527851,1838509.10197831
762696.176324412_1838508.38727741,762696.176324412,1838508.38727741
762696.392190684_1838508.8385839,762696.392190684,1838508.8385839
762716.569180038_1838547.57633815,762716.569180038,1838547.57633815
762897.911146091_1836357.30944755,762897.911146091,1836357.30944755
762898.375004178_1836357.12248925,762898.375004178,1836357.12248925
763033.978980703_1835923.49717428,763033.978980703,1835923.49717428
763042.022646602_1835920.84114256,763042.022646602,1835920.84114256
763042.497675926_1835920.68432928,763042.497675926,1835920.68432928
763042.997942032_1835920.6893721,763042.997942032,1835920.6893721
763043.498102748_1835920.6943029,763043.498102748,1835920.6943029
763044.298063875_1835920.70218926,763044.298063875,1835920.70218926
763052.794588783_1836000.327122,763052.794588783,1836000.327122
763062.017609184_1835991.95764376,763062.017609184,1835991.95764376
763062.388072951_1835991.62139111,763062.388072951,1835991.62139111
763062.888444217_1835991.62643592,763062.888444217,1835991.62643592
763063.388708733_1835991.63147944,763063.388708733,1835991.63147944
763064.18866808_1835991.6395444,763064.18866808,1835991.6395444
763081.993315846_1836074.11698052,763081.993315846,1836074.11698052
763086.076324979_1836283.42837597,763086.076324979,1836283.42837597
763086.081301912_1836282.92818735,763086.081301912,1836282.92818735
763086.086386958_1836282.42788934,763086.086386958,1836282.42788934
763086.094517765_1836281.62793066,763086.094517765,1836281.62793066
763090.832901089_1836072.33850312,763090.832901089,1836072.33850312
763091.323442376_1836072.23979061,763091.323442376,1836072.23979061
763091.823705099_1836072.24483505,763091.823705099,1836072.24483505
763092.32386243_1836072.24976749,763092.32386243,1836072.24976749
763093.123823531_1836072.25765653,763093.123823531,1836072.25765653
763116.206322595_1836165.04661234,763116.206322595,1836165.04661234
763128.288700094_1836214.51866018,763128.288700094,1836214.51866018
763131.155846934_1836160.9616339,763131.155846934,1836160.9616339
763131.672104653_1836160.82061025,763131.672104653,1836160.82061025
763132.022713994_1836160.20608748,763132.022713994,1836160.20608748
763132.154617906_1836160.6886938,763132.154617906,1836160.6886938
763132.654880058_1836160.69362878,763132.654880058,1836160.69362878
763133.155034096_1836160.69867317,763133.155034096,1836160.69867317
763133.954993411_1836160.7067413,763133.954993411,1836160.7067413
763142.269041357_1836263.80834691,763142.269041357,1836263.80834691
763196.412160489_1836241.98972499,763196.412160489,1836241.98972499
763196.417139852_1836241.48953605,763196.417139852,1836241.48953605
763196.422120577_1836240.98923641,763196.422120577,1836240.98923641
763196.430084569_1836240.18927605,763196.430084569,1836240.18927605
763257.027376261_1838187.28464926,763257.027376261,1838187.28464926
763303.553188961_1838158.23098954,763303.553188961,1838158.23098954
763303.977827905_1838157.96660858,763303.977827905,1838157.96660858
763841.569916106_1837790.91952481,763841.569916106,1837790.91952481
763841.578083434_1837790.1195665,763841.578083434,1837790.1195665
763841.583190222_1837789.61937631,763841.583190222,1837789.61937631
763841.588191626_1837789.11907413,763841.588191626,1837789.11907413
763842.900547287_1835974.68376626,763842.900547287,1835974.68376626
763842.905542165_1835974.18346479,763842.905542165,1835974.18346479
763842.910537044_1835973.68316331,763842.910537044,1835973.68316331
763842.918523637_1835972.88320318,763842.918523637,1835972.88320318
764577.292017016_1837272.97487485,764577.292017016,1837272.97487485
764577.297140523_1837272.47457194,764577.297140523,1837272.47457194
764577.302157276_1837271.97426772,764577.302157276,1837271.97426772
764577.310178797_1837271.17430794,764577.310178797,1837271.17430794
764872.984856394_1835662.8833743,764872.984856394,1835662.8833743
764872.989766103_1835662.38317922,764872.989766103,1835662.38317922
764872.994890698_1835661.88287606,764872.994890698,1835661.88287606
764873.003084652_1835661.08291802,764873.003084652,1835661.08291802
764873.472005152_1837063.56457567,764873.472005152,1837063.56457567
764873.855118112_1837063.2429034,764873.855118112,1837063.2429034
764945.092184903_1835648.07593203,764945.092184903,1835648.07593203
764962.497962955_1836941.47171344,764962.497962955,1836941.47171344
764984.242228475_1837211.38339809,764984.242228475,1837211.38339809
764984.249306829_1837210.68303744,764984.249306829,1837210.68303744
764984.25638381_1837209.98278748,764984.25638381,1837209.98278748
764984.264468488_1837209.18282833,764984.264468488,1837209.18282833
764984.94273994_1837211.39041894,764984.94273994,1837211.39041894
764984.949711569_1837210.69005695,764984.949711569,1837210.69005695
764984.956683196_1837209.98969497,764984.956683196,1837209.98969497
764985.642932534_1837211.39732513,764985.642932534,1837211.39732513
764985.649902815_1837210.69707385,764985.649902815,1837210.69707385
764985.65698121_1837209.99671319,764985.65698121,1837209.99671319
764990.686800948_1836970.01465518,764990.686800948,1836970.01465518
765323.817800927_1835565.49351708,765323.817800927,1835565.49351708
765521.698855424_1836656.30104797,765521.698855424,1836656.30104797
765521.706908238_1836655.5010885,765521.706908238,1836655.5010885
765521.711943476_1836655.00089236,765521.711943476,1836655.00089236
765521.716978712_1836654.50069621,765521.716978712,1836654.50069621
766132.463854137_1836552.47143461,766132.463854137,1836552.47143461
766132.468903286_1836551.97123666,766132.468903286,1836551.97123666
766132.473738925_1836551.47103603,766132.473738925,1836551.47103603
766132.481472483_1836550.67107341,766132.481472483,1836550.67107341
766575.775382598_1836566.62863292,766575.775382598,1836566.62863292
766575.780443545_1836566.1283229,766575.780443545,1836566.1283229
766575.785290984_1836565.62801022,766575.785290984,1836565.62801022
766575.793041675_1836564.82804777,766575.793041675,1836564.82804777
766978.676968528_1836514.43575276,766978.676968528,1836514.43575276
767196.7492281_1836071.73512955,767196.7492281,1836071.73512955
767287.547311961_1836050.58976469,767287.547311961,1836050.58976469
767345.134224885_1836037.25494725,767345.134224885,1836037.25494725
767345.142342193_1836036.45498843,767345.142342193,1836036.45498843
767345.147417816_1836035.95478698,767345.147417816,1836035.95478698
767345.152386678_1836035.45458417,767345.152386678,1836035.45458417
767735.102145335_1836790.54322241,767735.102145335,1836790.54322241
767735.60251488_1836790.54826848,767735.60251488,1836790.54826848
767736.102779058_1836790.55320251,767736.102779058,1836790.55320251
767736.902740151_1836790.56109241,767736.902740151,1836790.56109241
767803.662217069_1835208.72247101,767803.662217069,1835208.72247101
767803.667193616_1835208.22226712,767803.667193616,1835208.22226712
767803.672171546_1835207.72195253,767803.672171546,1835207.72195253
767803.680130832_1835206.92199212,767803.680130832,1835206.92199212
767821.695697555_1835393.59151114,767821.695697555,1835393.59151114
767822.167082867_1835393.42378898,767822.167082867,1835393.42378898
767832.18240827_1835410.5555096,767832.18240827,1835410.5555096
767896.565544188_1835366.95933881,767896.565544188,1835366.95933881
767897.036717367_1835366.79161548,767897.036717367,1835366.79161548
767929.620941888_1835356.90735261,767929.620941888,1835356.90735261
767973.074689361_1835169.65198487,767973.074689361,1835169.65198487
767973.079671109_1835169.15166978,767973.079671109,1835169.15166978
767973.084651469_1835168.6514654,767973.084651469,1835168.6514654
767973.092616394_1835167.85150505,767973.092616394,1835167.85150505
767974.915959717_1835184.62324383,767974.915959717,1835184.62324383
767981.078049047_1835246.81850408,767981.078049047,1835246.81850408
767981.578242008_1835246.82354812,767981.578242008,1835246.82354812
767982.078436357_1835246.82848145,767982.078436357,1835246.82848145
767982.87839745_1835246.83637133,767982.87839745,1835246.83637133
767991.224478157_1835340.5102709,767991.224478157,1835340.5102709
768106.705778122_1836112.09846373,768106.705778122,1836112.09846373
768106.713754019_1836111.29850349,768106.713754019,1836111.29850349
768106.718742352_1836110.79818761,768106.718742352,1836110.79818761
768106.723729294_1836110.29798244,768106.723729294,1836110.29798244
768146.954476241_1835975.82509194,768146.954476241,1835975.82509194
768215.597453671_1834837.15487691,768215.597453671,1834837.15487691
768255.529943657_1835235.86158847,768255.529943657,1835235.86158847
768322.829926562_1835236.41388066,768322.829926562,1835236.41388066
768322.834915343_1835235.91367516,768322.834915343,1835235.91367516
768322.839905511_1835235.41335897,768322.839905511,1835235.41335897
768322.847884337_1835234.61339876,768322.847884337,1835234.61339876
768342.166360163_1835982.5080363,768342.166360163,1835982.5080363
768342.174344088_1835981.70807614,768342.174344088,1835981.70807614
768342.179337449_1835981.20775959,768342.179337449,1835981.20775959
768342.184329421_1835980.70755374,768342.184329421,1835980.70755374
768343.345547932_1835952.54043879,768343.345547932,1835952.54043879
768404.63500745_1835979.1202887,768404.63500745,1835979.1202887
768411.433660344_1835209.03566818,768411.433660344,1835209.03566818
768411.912362717_1835208.8898628,768411.912362717,1835208.8898628
768412.390744813_1835208.74405342,768412.390744813,1835208.74405342
768425.904699993_1835172.55308674,768425.904699993,1835172.55308674
768425.912681833_1835171.75312656,768425.912681833,1835171.75312656
768425.917672785_1835171.25292077,768425.917672785,1835171.25292077
768425.922665125_1835170.75260428,768425.922665125,1835170.75260428
768669.699053248_1835020.18232405,768669.699053248,1835020.18232405
768669.703943966_1835019.68200553,768669.703943966,1835019.68200553
768669.708940057_1835019.18179908,768669.708940057,1835019.18179908
768669.716930105_1835018.38183898,768669.716930105,1835018.38183898
768674.582305242_1835154.6696454,768674.582305242,1835154.6696454
768870.708504384_1835159.6733209,768870.708504384,1835159.6733209
768871.208495506_1835159.68635528,768871.208495506,1835159.68635528
769108.031423627_1835171.30332551,769108.031423627,1835171.30332551
769108.060338401_1835170.80397183,769108.060338401,1835170.80397183
769144.154959287_1834712.69419721,769144.154959287,1834712.69419721
769144.159966721_1834712.19387869,769144.159966721,1834712.19387869
769144.16507953_1834711.69367223,769144.16507953,1834711.69367223
769144.173256221_1834710.89371402,769144.173256221,1834710.89371402
769335.348580286_1836273.99416222,769335.348580286,1836273.99416222
769335.848861962_1836273.99913197,769335.848861962,1836273.99913197
769336.349250396_1836274.00410307,769336.349250396,1836274.00410307
769337.149210921_1836274.01205026,769337.149210921,1836274.01205026
770238.74549563_1834237.55483863,770238.74549563,1834237.55483863
770238.750313348_1834237.05451421,770238.750313348,1834237.05451421
770238.755449971_1834236.55430455,770238.755449971,1834236.55430455
770238.76366469_1834235.75434673,770238.76366469,1834235.75434673
770352.378609837_1835149.01930374,770352.378609837,1835149.01930374
770353.471122962_1835211.41327326,770353.471122962,1835211.41327326
770692.326084391_1835922.83902272,770692.326084391,1835922.83902272
770693.12604444_1835922.84701767,770693.12604444,1835922.84701767
770693.626232187_1835922.85201664,770693.626232187,1835922.85201664
770694.126633459_1835922.85701832,770694.126633459,1835922.85701832
770730.636060527_1835243.06966467,770730.636060527,1835243.06966467
